"weightid","weight","activation.type","dataset","n","response.levels","n.levels","n.predictors","cluster","dataset.cluster","layer"
"h3_w34",0.246391102671623,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w35",-0.376034140586853,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w36",0.0363552831113338,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w37",-0.418183863162994,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w38",-0.482132196426392,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w39",-0.531709611415863,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w40",0.118191361427307,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w41",-0.310981601476669,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w42",0.493355333805084,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w43",-0.151676028966904,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w44",-0.269561737775803,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w45",0.354131132364273,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w46",0.276364296674728,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w47",0.0915063619613647,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w48",0.0565505661070347,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w49",0.355752378702164,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w50",0.507393777370453,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w51",0.438743978738785,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w52",-0.0227068569511175,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w53",0.410262614488602,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w54",0.42756187915802,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w55",-0.243425518274307,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w56",0.505822777748108,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w57",0.506717801094055,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w58",0.346975356340408,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w59",0.241899996995926,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w60",0.0695136785507202,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w61",-0.362373173236847,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w62",0.196922585368156,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w63",-0.248590707778931,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w64",-0.00249576335772872,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w65",-0.0911752581596375,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w66",-0.488996088504791,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w67",0.10597800463438,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w68",-0.0753536075353622,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w69",0.524219214916229,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w70",0.0296108946204185,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w71",-0.507278084754944,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w72",-0.126454472541809,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w73",0.135796010494232,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w74",0.023951593786478,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w75",0.406424045562744,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w76",0.418837875127792,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w77",-0.472097039222717,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w78",-0.543856561183929,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w79",0.238579615950584,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w80",0.334739208221436,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w81",0.372995406389236,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w82",-0.150576680898666,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w83",0.207160219550133,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w84",0.26605150103569,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w85",0.0420358777046204,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w86",0.263929098844528,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w87",0.200451299548149,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w88",-0.273914843797684,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w89",0.446020096540451,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w90",0.23200486600399,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w91",0.0345474295318127,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w92",0.44138041138649,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w93",0.00412684585899115,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w94",-0.457066029310226,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w95",-0.449758470058441,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w96",-0.0740834772586823,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w97",-0.135656774044037,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w98",-0.178670153021812,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h3_w99",0.207975491881371,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden3"
"h4_w00",-0.200820103287697,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w01",-0.361088663339615,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w02",0.0196530800312757,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w03",-0.275758236646652,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w04",-0.0873671025037766,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w05",-0.288159906864166,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w06",0.128885969519615,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w07",-0.17295578122139,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w08",0.0671253278851509,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w09",0.520617067813873,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w10",0.0990022420883179,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w11",-0.156668245792389,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w12",-0.224270209670067,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w13",0.182981327176094,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w14",-0.20536758005619,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w15",0.107395760715008,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w16",-0.479300051927567,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w17",0.479137659072876,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w18",0.500126123428345,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w19",-0.454169541597366,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w20",-0.19922924041748,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w21",0.187433153390884,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w22",0.14196315407753,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w23",0.482707947492599,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w24",0.437529265880585,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w25",0.0504192896187305,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w26",0.412485152482986,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w27",-0.0378939099609852,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w28",0.0550333894789219,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w29",0.156680792570114,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w30",0.0392460897564888,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w31",-0.493770003318787,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w32",0.265374213457108,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w33",-0.00360103440470994,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w34",0.105753384530544,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w35",0.418104887008667,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w36",-0.500470519065857,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w37",0.311919182538986,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w38",0.264153927564621,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w39",-0.00494316872209311,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w40",-0.0249816384166479,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w41",0.462934583425522,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w42",0.344349265098572,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w43",-0.156570106744766,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w44",0.238032296299934,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w45",0.0970950946211815,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w46",0.484166264533997,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w47",-0.107960715889931,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w48",-0.457961857318878,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w49",-0.503743886947632,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w50",-0.318416267633438,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w51",-0.173305168747902,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w52",0.284428894519806,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w53",0.0861317962408066,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w54",-0.00490837870165706,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w55",0.0277928430587053,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w56",-0.342021226882935,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w57",0.209959119558334,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w58",0.0352075956761837,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w59",-0.349958270788193,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w60",0.161666065454483,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w61",0.228505373001099,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w62",0.160353094339371,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w63",-0.554767489433289,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w64",0.28201824426651,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w65",0.504101514816284,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w66",0.286314696073532,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w67",-0.361777991056442,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w68",0.525032162666321,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w69",0.30270704627037,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w70",0.202807113528252,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w71",0.482081264257431,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w72",-0.25790148973465,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w73",0.332964837551117,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w74",-0.159785389900208,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w75",0.228943154215813,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w76",0.478775501251221,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w77",-0.0428137555718422,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w78",-0.145287662744522,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w79",0.0531541109085083,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w80",0.327044099569321,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w81",0.198638632893562,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w82",0.454219967126846,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w83",0.314398735761642,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w84",-0.457032799720764,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w85",-0.176134958863258,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w86",-0.28327751159668,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w87",-0.515889048576355,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w88",0.163181141018867,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w89",-0.431581139564514,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w90",-0.33944171667099,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w91",-0.177093833684921,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w92",-0.0846277475357056,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w93",-0.0926841571927071,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w94",0.178395509719849,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
"h4_w95",-0.124759718775749,"RectifierWithDropout","yeast",1479,"MIT;NUC;CYT;ME1;EXC;ME2;ME3;VAC;POX",9,8,2,5,"Hidden4"
